model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
32B,corrigible,21,0.0,4,(A),-5.5625,-1.4296875,-4.1328125,-4.1328125
32B,corrigible,21,0.0,5,(A),-0.80078125,-3.046875,2.24609375,2.24609375
32B,corrigible,21,0.0,6,(A),-1.953125,-3.828125,1.875,1.875
32B,corrigible,21,0.0,7,(A),-5.09375,-0.83203125,-4.26171875,-4.26171875
32B,corrigible,21,0.0,8,(B),-5.65625,-5.53125,-0.125,0.125
32B,corrigible,21,0.0,9,(A),-7.1875,-2.171875,-5.015625,-5.015625
32B,corrigible,21,0.0,10,(B),-5.9375,-1.3046875,-4.6328125,4.6328125
32B,corrigible,21,0.0,11,(B),-4.5625,-6.5625,2.0,-2.0
32B,corrigible,21,0.0,12,(B),-10.4375,-7.8125,-2.625,2.625
32B,corrigible,21,0.0,13,(B),-1.8359375,-1.8359375,0.0,-0.0
32B,corrigible,21,0.0,14,(A),-1.4375,-1.9375,0.5,0.5
32B,corrigible,21,0.0,15,(A),-0.166015625,-3.421875,3.255859375,3.255859375
32B,corrigible,21,0.0,16,(A),-0.10693359375,-9.0,8.89306640625,8.89306640625
32B,corrigible,21,0.0,17,(B),-0.130859375,-4.0,3.869140625,-3.869140625
32B,corrigible,21,0.0,18,(B),-0.8671875,-3.109375,2.2421875,-2.2421875
32B,corrigible,21,0.0,19,(B),-8.8125,-0.03857421875,-8.77392578125,8.77392578125
32B,corrigible,21,0.0,20,(A),-0.031494140625,-5.78125,5.749755859375,5.749755859375
32B,corrigible,21,0.0,21,(A),-9.3125,-0.046630859375,-9.265869140625,-9.265869140625
32B,corrigible,21,0.0,22,(A),-1.0703125,-1.1953125,0.125,0.125
32B,corrigible,21,0.0,23,(B),-6.46875,-3.078125,-3.390625,3.390625
32B,corrigible,21,0.0,24,(A),-6.09375,-2.484375,-3.609375,-3.609375
32B,corrigible,21,0.0,25,(B),-0.12890625,-5.0,4.87109375,-4.87109375
32B,corrigible,21,0.0,26,(B),-7.3125,-3.1875,-4.125,4.125
32B,corrigible,21,0.0,27,(B),-5.15625,-4.65625,-0.5,0.5
32B,corrigible,21,0.0,28,(B),-3.734375,-1.109375,-2.625,2.625
32B,corrigible,21,0.0,29,(A),-2.6875,-1.9453125,-0.7421875,-0.7421875
32B,corrigible,21,0.0,30,(B),-1.890625,-1.265625,-0.625,0.625
32B,corrigible,21,0.0,31,(B),-10.375,-0.01458740234375,-10.36041259765625,10.36041259765625
32B,corrigible,21,0.0,32,(B),-9.4375,-0.034423828125,-9.403076171875,9.403076171875
32B,corrigible,21,0.0,33,(A),-2.0625,-5.6875,3.625,3.625
32B,corrigible,21,0.0,34,(B),-5.59375,-5.71875,0.125,-0.125
32B,corrigible,21,0.0,35,(B),-5.78125,-2.265625,-3.515625,3.515625
32B,corrigible,21,0.0,36,(B),-7.03125,-0.78515625,-6.24609375,6.24609375
32B,corrigible,21,0.0,37,(A),-0.8359375,-2.703125,1.8671875,1.8671875
32B,corrigible,21,0.0,38,(B),-0.240234375,-9.0,8.759765625,-8.759765625
32B,corrigible,21,0.0,39,(B),-0.70703125,-2.828125,2.12109375,-2.12109375
32B,corrigible,21,1.0,0,(A),-3.40625,-1.0234375,-2.3828125,-2.3828125
32B,corrigible,21,1.0,1,(B),-2.265625,-1.015625,-1.25,1.25
32B,corrigible,21,1.0,2,(B),-7.84375,-4.71875,-3.125,3.125
32B,corrigible,21,1.0,3,(A),-0.1240234375,-5.375,5.2509765625,5.2509765625
32B,corrigible,21,1.0,4,(A),-4.53125,-2.15625,-2.375,-2.375
32B,corrigible,21,1.0,5,(A),-0.671875,-2.921875,2.25,2.25
32B,corrigible,21,1.0,6,(A),-1.375,-3.75,2.375,2.375
32B,corrigible,21,1.0,7,(A),-4.9375,-0.9375,-4.0,-4.0
32B,corrigible,21,1.0,8,(B),-5.5,-5.5,0.0,-0.0
32B,corrigible,21,1.0,9,(A),-6.6875,-2.1875,-4.5,-4.5
32B,corrigible,21,1.0,10,(B),-5.46875,-1.09375,-4.375,4.375
32B,corrigible,21,1.0,11,(B),-4.78125,-6.78125,2.0,-2.0
32B,corrigible,21,1.0,12,(B),-9.9375,-7.5625,-2.375,2.375
32B,corrigible,21,1.0,13,(B),-1.84375,-1.71875,-0.125,0.125
32B,corrigible,21,1.0,14,(A),-1.6953125,-1.9453125,0.25,0.25
32B,corrigible,21,1.0,15,(A),-0.16015625,-4.40625,4.24609375,4.24609375
32B,corrigible,21,1.0,16,(A),-0.0927734375,-9.1875,9.0947265625,9.0947265625
32B,corrigible,21,1.0,17,(B),-0.09130859375,-4.34375,4.25244140625,-4.25244140625
32B,corrigible,21,1.0,18,(B),-0.79296875,-3.046875,2.25390625,-2.25390625
32B,corrigible,21,1.0,19,(B),-8.8125,-0.0380859375,-8.7744140625,8.7744140625
32B,corrigible,21,1.0,20,(A),-0.0238037109375,-6.15625,6.1324462890625,6.1324462890625
32B,corrigible,21,1.0,21,(A),-9.0625,-0.06494140625,-8.99755859375,-8.99755859375
32B,corrigible,21,1.0,22,(A),-1.15625,-1.28125,0.125,0.125
32B,corrigible,21,1.0,23,(B),-6.21875,-2.953125,-3.265625,3.265625
32B,corrigible,21,1.0,24,(A),-5.84375,-2.328125,-3.515625,-3.515625
32B,corrigible,21,1.0,25,(B),-0.12890625,-5.25,5.12109375,-5.12109375
32B,corrigible,21,1.0,26,(B),-7.90625,-3.546875,-4.359375,4.359375
32B,corrigible,21,1.0,27,(B),-4.75,-3.765625,-0.984375,0.984375
32B,corrigible,21,1.0,28,(B),-3.4375,-1.0625,-2.375,2.375
32B,corrigible,21,1.0,29,(A),-2.515625,-1.8984375,-0.6171875,-0.6171875
32B,corrigible,21,1.0,30,(B),-2.015625,-1.140625,-0.875,0.875
32B,corrigible,21,1.0,31,(B),-10.125,-0.01385498046875,-10.11114501953125,10.11114501953125
32B,corrigible,21,1.0,32,(B),-9.75,-0.02294921875,-9.72705078125,9.72705078125
32B,corrigible,21,1.0,33,(A),-1.84375,-5.71875,3.875,3.875
32B,corrigible,21,1.0,34,(B),-5.3125,-5.8125,0.5,-0.5
32B,corrigible,21,1.0,35,(B),-5.375,-2.0,-3.375,3.375
32B,corrigible,21,1.0,36,(B),-7.125,-1.0078125,-6.1171875,6.1171875
32B,corrigible,21,1.0,37,(A),-0.8125,-2.8125,2.0,2.0
32B,corrigible,21,1.0,38,(B),-0.2265625,-9.25,9.0234375,-9.0234375
32B,corrigible,21,1.0,39,(B),-0.58984375,-2.84375,2.25390625,-2.25390625
32B,corrigible,22,-1.0,0,(A),-3.171875,-1.171875,-2.0,-2.0
32B,corrigible,22,-1.0,1,(B),-2.3125,-1.5625,-0.75,0.75
32B,corrigible,22,-1.0,2,(B),-7.3125,-4.5625,-2.75,2.75
32B,corrigible,22,-1.0,3,(A),-0.1259765625,-5.0,4.8740234375,4.8740234375
32B,corrigible,22,-1.0,4,(A),-6.21875,-1.3515625,-4.8671875,-4.8671875
32B,corrigible,22,-1.0,5,(A),-0.95703125,-3.328125,2.37109375,2.37109375
32B,corrigible,22,-1.0,6,(A),-2.15625,-3.78125,1.625,1.625
32B,corrigible,22,-1.0,7,(A),-5.46875,-0.95703125,-4.51171875,-4.51171875
32B,corrigible,22,-1.0,8,(B),-5.5625,-5.4375,-0.125,0.125
32B,corrigible,22,-1.0,9,(A),-7.375,-1.7421875,-5.6328125,-5.6328125
32B,corrigible,22,-1.0,10,(B),-6.09375,-1.7109375,-4.3828125,4.3828125
32B,corrigible,22,-1.0,11,(B),-3.984375,-6.09375,2.109375,-2.109375
32B,corrigible,22,-1.0,12,(B),-10.5625,-7.96875,-2.59375,2.59375
32B,corrigible,22,-1.0,13,(B),-1.734375,-1.609375,-0.125,0.125
32B,corrigible,22,-1.0,14,(A),-1.2578125,-1.6328125,0.375,0.375
32B,corrigible,22,-1.0,15,(A),-0.1845703125,-2.6875,2.5029296875,2.5029296875
32B,corrigible,22,-1.0,16,(A),-0.11865234375,-9.0,8.88134765625,8.88134765625
32B,corrigible,22,-1.0,17,(B),-0.1318359375,-4.5,4.3681640625,-4.3681640625
32B,corrigible,22,-1.0,18,(B),-0.80078125,-3.421875,2.62109375,-2.62109375
32B,corrigible,22,-1.0,19,(B),-9.0625,-0.037841796875,-9.024658203125,9.024658203125
32B,corrigible,22,-1.0,20,(A),-0.051513671875,-5.3125,5.260986328125,5.260986328125
32B,corrigible,22,-1.0,21,(A),-9.0625,-0.046875,-9.015625,-9.015625
32B,corrigible,22,-1.0,22,(A),-1.234375,-1.109375,-0.125,-0.125
32B,corrigible,22,-1.0,23,(B),-6.34375,-2.84375,-3.5,3.5
32B,corrigible,22,-1.0,24,(A),-6.0625,-2.296875,-3.765625,-3.765625
32B,corrigible,22,-1.0,25,(B),-0.10400390625,-4.96875,4.86474609375,-4.86474609375
32B,corrigible,22,-1.0,26,(B),-7.09375,-2.84375,-4.25,4.25
32B,corrigible,22,-1.0,27,(B),-4.5,-4.625,0.125,-0.125
32B,corrigible,22,-1.0,28,(B),-3.53125,-1.0390625,-2.4921875,2.4921875
32B,corrigible,22,-1.0,29,(A),-3.265625,-1.8984375,-1.3671875,-1.3671875
32B,corrigible,22,-1.0,30,(B),-1.890625,-1.515625,-0.375,0.375
32B,corrigible,22,-1.0,31,(B),-10.5,-0.0206298828125,-10.4793701171875,10.4793701171875
32B,corrigible,22,-1.0,32,(B),-9.1875,-0.04150390625,-9.14599609375,9.14599609375
32B,corrigible,22,-1.0,33,(A),-2.234375,-5.59375,3.359375,3.359375
32B,corrigible,22,-1.0,34,(B),-5.59375,-5.46875,-0.125,0.125
32B,corrigible,22,-1.0,35,(B),-5.9375,-2.5625,-3.375,3.375
32B,corrigible,22,-1.0,36,(B),-6.71875,-0.83203125,-5.88671875,5.88671875
32B,corrigible,22,-1.0,37,(A),-0.80078125,-2.421875,1.62109375,1.62109375
32B,corrigible,22,-1.0,38,(B),-0.2412109375,-8.625,8.3837890625,-8.3837890625
32B,corrigible,22,-1.0,39,(B),-0.56640625,-2.8125,2.24609375,-2.24609375
32B,corrigible,22,0.0,0,(A),-3.421875,-1.046875,-2.375,-2.375
32B,corrigible,22,0.0,1,(B),-2.28125,-1.28125,-1.0,1.0
32B,corrigible,22,0.0,2,(B),-7.53125,-4.78125,-2.75,2.75
32B,corrigible,22,0.0,3,(A),-0.1259765625,-5.125,4.9990234375,4.9990234375
32B,corrigible,22,0.0,4,(A),-5.5625,-1.4296875,-4.1328125,-4.1328125
32B,corrigible,22,0.0,5,(A),-0.80078125,-3.046875,2.24609375,2.24609375
32B,corrigible,22,0.0,6,(A),-1.953125,-3.828125,1.875,1.875
32B,corrigible,22,0.0,7,(A),-5.09375,-0.83203125,-4.26171875,-4.26171875
32B,corrigible,22,0.0,8,(B),-5.65625,-5.53125,-0.125,0.125
32B,corrigible,22,0.0,9,(A),-7.1875,-2.171875,-5.015625,-5.015625
32B,corrigible,22,0.0,10,(B),-5.9375,-1.3046875,-4.6328125,4.6328125
32B,corrigible,22,0.0,11,(B),-4.5625,-6.5625,2.0,-2.0
32B,corrigible,22,0.0,12,(B),-10.4375,-7.8125,-2.625,2.625
32B,corrigible,22,0.0,13,(B),-1.8359375,-1.8359375,0.0,-0.0
32B,corrigible,22,0.0,14,(A),-1.4375,-1.9375,0.5,0.5
32B,corrigible,22,0.0,15,(A),-0.166015625,-3.421875,3.255859375,3.255859375
32B,corrigible,22,0.0,16,(A),-0.10693359375,-9.0,8.89306640625,8.89306640625
32B,corrigible,22,0.0,17,(B),-0.130859375,-4.0,3.869140625,-3.869140625
32B,corrigible,22,0.0,18,(B),-0.8671875,-3.109375,2.2421875,-2.2421875
32B,corrigible,22,0.0,19,(B),-8.8125,-0.03857421875,-8.77392578125,8.77392578125
32B,corrigible,22,0.0,20,(A),-0.031494140625,-5.78125,5.749755859375,5.749755859375
32B,corrigible,22,0.0,21,(A),-9.3125,-0.046630859375,-9.265869140625,-9.265869140625
32B,corrigible,22,0.0,22,(A),-1.0703125,-1.1953125,0.125,0.125
32B,corrigible,22,0.0,23,(B),-6.46875,-3.078125,-3.390625,3.390625
32B,corrigible,22,0.0,24,(A),-6.09375,-2.484375,-3.609375,-3.609375
32B,corrigible,22,0.0,25,(B),-0.12890625,-5.0,4.87109375,-4.87109375
32B,corrigible,22,0.0,26,(B),-7.3125,-3.1875,-4.125,4.125
32B,corrigible,22,0.0,27,(B),-5.15625,-4.65625,-0.5,0.5
32B,corrigible,22,0.0,28,(B),-3.734375,-1.109375,-2.625,2.625
32B,corrigible,22,0.0,29,(A),-2.6875,-1.9453125,-0.7421875,-0.7421875
32B,corrigible,22,0.0,30,(B),-1.890625,-1.265625,-0.625,0.625
32B,corrigible,22,0.0,31,(B),-10.375,-0.01458740234375,-10.36041259765625,10.36041259765625
32B,corrigible,22,0.0,32,(B),-9.4375,-0.034423828125,-9.403076171875,9.403076171875
32B,corrigible,22,0.0,33,(A),-2.0625,-5.6875,3.625,3.625
32B,corrigible,22,0.0,34,(B),-5.59375,-5.71875,0.125,-0.125
32B,corrigible,22,0.0,35,(B),-5.78125,-2.265625,-3.515625,3.515625
32B,corrigible,22,0.0,36,(B),-7.03125,-0.78515625,-6.24609375,6.24609375
32B,corrigible,22,0.0,37,(A),-0.8359375,-2.703125,1.8671875,1.8671875
32B,corrigible,22,0.0,38,(B),-0.240234375,-9.0,8.759765625,-8.759765625
32B,corrigible,22,0.0,39,(B),-0.70703125,-2.828125,2.12109375,-2.12109375
32B,corrigible,22,1.0,0,(A),-3.25,-1.125,-2.125,-2.125
32B,corrigible,22,1.0,1,(B),-2.234375,-1.1015625,-1.1328125,1.1328125
32B,corrigible,22,1.0,2,(B),-7.65625,-4.65625,-3.0,3.0
32B,corrigible,22,1.0,3,(A),-0.1240234375,-5.375,5.2509765625,5.2509765625
32B,corrigible,22,1.0,4,(A),-4.71875,-1.9609375,-2.7578125,-2.7578125
32B,corrigible,22,1.0,5,(A),-0.87109375,-2.625,1.75390625,1.75390625
32B,corrigible,22,1.0,6,(A),-1.78125,-3.65625,1.875,1.875
32B,corrigible,22,1.0,7,(A),-4.9375,-0.6953125,-4.2421875,-4.2421875
32B,corrigible,22,1.0,8,(B),-5.78125,-5.53125,-0.25,0.25
32B,corrigible,22,1.0,9,(A),-6.34375,-2.09375,-4.25,-4.25
32B,corrigible,22,1.0,10,(B),-5.53125,-1.015625,-4.515625,4.515625
32B,corrigible,22,1.0,11,(B),-5.28125,-7.28125,2.0,-2.0
32B,corrigible,22,1.0,12,(B),-9.6875,-7.3125,-2.375,2.375
32B,corrigible,22,1.0,13,(B),-1.8046875,-1.9296875,0.125,-0.125
32B,corrigible,22,1.0,14,(A),-1.9296875,-1.8046875,-0.125,-0.125
32B,corrigible,22,1.0,15,(A),-0.2294921875,-4.46875,4.2392578125,4.2392578125
32B,corrigible,22,1.0,16,(A),-0.087890625,-8.8125,8.724609375,8.724609375
32B,corrigible,22,1.0,17,(B),-0.11279296875,-3.484375,3.37158203125,-3.37158203125
32B,corrigible,22,1.0,18,(B),-0.94140625,-2.9375,1.99609375,-1.99609375
32B,corrigible,22,1.0,19,(B),-8.5625,-0.03857421875,-8.52392578125,8.52392578125
32B,corrigible,22,1.0,20,(A),-0.024658203125,-6.03125,6.006591796875,6.006591796875
32B,corrigible,22,1.0,21,(A),-9.0625,-0.06591796875,-8.99658203125,-8.99658203125
32B,corrigible,22,1.0,22,(A),-0.890625,-1.515625,0.625,0.625
32B,corrigible,22,1.0,23,(B),-6.46875,-3.078125,-3.390625,3.390625
32B,corrigible,22,1.0,24,(A),-6.1875,-2.546875,-3.640625,-3.640625
32B,corrigible,22,1.0,25,(B),-0.1572265625,-5.15625,4.9990234375,-4.9990234375
32B,corrigible,22,1.0,26,(B),-8.0625,-3.90625,-4.15625,4.15625
32B,corrigible,22,1.0,27,(B),-5.3125,-4.3125,-1.0,1.0
32B,corrigible,22,1.0,28,(B),-3.515625,-1.015625,-2.5,2.5
32B,corrigible,22,1.0,29,(A),-2.46875,-1.84375,-0.625,-0.625
32B,corrigible,22,1.0,30,(B),-1.921875,-1.171875,-0.75,0.75
32B,corrigible,22,1.0,31,(B),-9.875,-0.0177001953125,-9.8572998046875,9.8572998046875
32B,corrigible,22,1.0,32,(B),-9.5,-0.0264892578125,-9.4735107421875,9.4735107421875
32B,corrigible,22,1.0,33,(A),-1.859375,-5.875,4.015625,4.015625
32B,corrigible,22,1.0,34,(B),-5.25,-5.75,0.5,-0.5
32B,corrigible,22,1.0,35,(B),-5.5,-2.015625,-3.484375,3.484375
32B,corrigible,22,1.0,36,(B),-7.125,-0.875,-6.25,6.25
32B,corrigible,22,1.0,37,(A),-0.7578125,-2.890625,2.1328125,2.1328125
32B,corrigible,22,1.0,38,(B),-0.224609375,-9.25,9.025390625,-9.025390625
32B,corrigible,22,1.0,39,(B),-0.59765625,-2.84375,2.24609375,-2.24609375
32B,corrigible,23,-1.0,0,(A),-3.0625,-1.1796875,-1.8828125,-1.8828125
32B,corrigible,23,-1.0,1,(B),-2.265625,-1.390625,-0.875,0.875
32B,corrigible,23,-1.0,2,(B),-7.1875,-4.6875,-2.5,2.5
32B,corrigible,23,-1.0,3,(A),-0.130859375,-4.75,4.619140625,4.619140625
32B,corrigible,23,-1.0,4,(A),-6.1875,-1.4453125,-4.7421875,-4.7421875
32B,corrigible,23,-1.0,5,(A),-0.81640625,-3.3125,2.49609375,2.49609375
32B,corrigible,23,-1.0,6,(A),-2.25,-4.25,2.0,2.0
32B,corrigible,23,-1.0,7,(A),-5.21875,-0.83203125,-4.38671875,-4.38671875
32B,corrigible,23,-1.0,8,(B),-5.59375,-5.34375,-0.25,0.25
32B,corrigible,23,-1.0,9,(A),-7.28125,-1.640625,-5.640625,-5.640625
32B,corrigible,23,-1.0,10,(B),-6.09375,-1.734375,-4.359375,4.359375
32B,corrigible,23,-1.0,11,(B),-4.09375,-6.21875,2.125,-2.125
32B,corrigible,23,-1.0,12,(B),-10.1875,-7.4375,-2.75,2.75
32B,corrigible,23,-1.0,13,(B),-1.9921875,-1.6171875,-0.375,0.375
32B,corrigible,23,-1.0,14,(A),-1.3203125,-1.6953125,0.375,0.375
32B,corrigible,23,-1.0,15,(A),-0.255859375,-2.75,2.494140625,2.494140625
32B,corrigible,23,-1.0,16,(A),-0.10693359375,-9.0,8.89306640625,8.89306640625
32B,corrigible,23,-1.0,17,(B),-0.1513671875,-4.03125,3.8798828125,-3.8798828125
32B,corrigible,23,-1.0,18,(B),-1.0078125,-3.5,2.4921875,-2.4921875
32B,corrigible,23,-1.0,19,(B),-8.4375,-0.038818359375,-8.398681640625,8.398681640625
32B,corrigible,23,-1.0,20,(A),-0.047607421875,-5.1875,5.139892578125,5.139892578125
32B,corrigible,23,-1.0,21,(A),-9.0625,-0.041259765625,-9.021240234375,-9.021240234375
32B,corrigible,23,-1.0,22,(A),-1.28125,-1.15625,-0.125,-0.125
32B,corrigible,23,-1.0,23,(B),-6.34375,-2.84375,-3.5,3.5
32B,corrigible,23,-1.0,24,(A),-6.1875,-2.4375,-3.75,-3.75
32B,corrigible,23,-1.0,25,(B),-0.10546875,-5.21875,5.11328125,-5.11328125
32B,corrigible,23,-1.0,26,(B),-7.09375,-2.96875,-4.125,4.125
32B,corrigible,23,-1.0,27,(B),-4.5,-4.5,0.0,-0.0
32B,corrigible,23,-1.0,28,(B),-3.765625,-1.015625,-2.75,2.75
32B,corrigible,23,-1.0,29,(A),-2.90625,-1.8984375,-1.0078125,-1.0078125
32B,corrigible,23,-1.0,30,(B),-1.6328125,-1.5078125,-0.125,0.125
32B,corrigible,23,-1.0,31,(B),-10.5,-0.021484375,-10.478515625,10.478515625
32B,corrigible,23,-1.0,32,(B),-8.9375,-0.051025390625,-8.886474609375,8.886474609375
32B,corrigible,23,-1.0,33,(A),-2.171875,-5.28125,3.109375,3.109375
32B,corrigible,23,-1.0,34,(B),-5.6875,-5.3125,-0.375,0.375
32B,corrigible,23,-1.0,35,(B),-5.90625,-2.390625,-3.515625,3.515625
32B,corrigible,23,-1.0,36,(B),-6.90625,-0.79296875,-6.11328125,6.11328125
32B,corrigible,23,-1.0,37,(A),-0.6640625,-2.671875,2.0078125,2.0078125
32B,corrigible,23,-1.0,38,(B),-0.2431640625,-8.625,8.3818359375,-8.3818359375
32B,corrigible,23,-1.0,39,(B),-0.5703125,-2.703125,2.1328125,-2.1328125
32B,corrigible,23,0.0,0,(A),-3.421875,-1.046875,-2.375,-2.375
32B,corrigible,23,0.0,1,(B),-2.28125,-1.28125,-1.0,1.0
32B,corrigible,23,0.0,2,(B),-7.53125,-4.78125,-2.75,2.75
32B,corrigible,23,0.0,3,(A),-0.1259765625,-5.125,4.9990234375,4.9990234375
32B,corrigible,23,0.0,4,(A),-5.5625,-1.4296875,-4.1328125,-4.1328125
32B,corrigible,23,0.0,5,(A),-0.80078125,-3.046875,2.24609375,2.24609375
32B,corrigible,23,0.0,6,(A),-1.953125,-3.828125,1.875,1.875
32B,corrigible,23,0.0,7,(A),-5.09375,-0.83203125,-4.26171875,-4.26171875
32B,corrigible,23,0.0,8,(B),-5.65625,-5.53125,-0.125,0.125
32B,corrigible,23,0.0,9,(A),-7.1875,-2.171875,-5.015625,-5.015625
32B,corrigible,23,0.0,10,(B),-5.9375,-1.3046875,-4.6328125,4.6328125
32B,corrigible,23,0.0,11,(B),-4.5625,-6.5625,2.0,-2.0
32B,corrigible,23,0.0,12,(B),-10.4375,-7.8125,-2.625,2.625
32B,corrigible,23,0.0,13,(B),-1.8359375,-1.8359375,0.0,-0.0
32B,corrigible,23,0.0,14,(A),-1.4375,-1.9375,0.5,0.5
32B,corrigible,23,0.0,15,(A),-0.166015625,-3.421875,3.255859375,3.255859375
32B,corrigible,23,0.0,16,(A),-0.10693359375,-9.0,8.89306640625,8.89306640625
32B,corrigible,23,0.0,17,(B),-0.130859375,-4.0,3.869140625,-3.869140625
32B,corrigible,23,0.0,18,(B),-0.8671875,-3.109375,2.2421875,-2.2421875
32B,corrigible,23,0.0,19,(B),-8.8125,-0.03857421875,-8.77392578125,8.77392578125
32B,corrigible,23,0.0,20,(A),-0.031494140625,-5.78125,5.749755859375,5.749755859375
32B,corrigible,23,0.0,21,(A),-9.3125,-0.046630859375,-9.265869140625,-9.265869140625
32B,corrigible,23,0.0,22,(A),-1.0703125,-1.1953125,0.125,0.125
32B,corrigible,23,0.0,23,(B),-6.46875,-3.078125,-3.390625,3.390625
32B,corrigible,23,0.0,24,(A),-6.09375,-2.484375,-3.609375,-3.609375
32B,corrigible,23,0.0,25,(B),-0.12890625,-5.0,4.87109375,-4.87109375
32B,corrigible,23,0.0,26,(B),-7.3125,-3.1875,-4.125,4.125
32B,corrigible,23,0.0,27,(B),-5.15625,-4.65625,-0.5,0.5
32B,corrigible,23,0.0,28,(B),-3.734375,-1.109375,-2.625,2.625
32B,corrigible,23,0.0,29,(A),-2.6875,-1.9453125,-0.7421875,-0.7421875
32B,corrigible,23,0.0,30,(B),-1.890625,-1.265625,-0.625,0.625
32B,corrigible,23,0.0,31,(B),-10.375,-0.01458740234375,-10.36041259765625,10.36041259765625
32B,corrigible,23,0.0,32,(B),-9.4375,-0.034423828125,-9.403076171875,9.403076171875
32B,corrigible,23,0.0,33,(A),-2.0625,-5.6875,3.625,3.625
32B,corrigible,23,0.0,34,(B),-5.59375,-5.71875,0.125,-0.125
32B,corrigible,23,0.0,35,(B),-5.78125,-2.265625,-3.515625,3.515625
32B,corrigible,23,0.0,36,(B),-7.03125,-0.78515625,-6.24609375,6.24609375
32B,corrigible,23,0.0,37,(A),-0.8359375,-2.703125,1.8671875,1.8671875
32B,corrigible,23,0.0,38,(B),-0.240234375,-9.0,8.759765625,-8.759765625
