model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
8B,corrigible,11,1.0,33,(A),-0.6875,-5.3125,4.625,4.625
8B,corrigible,11,1.0,34,(B),-9.6875,-2.84375,-6.84375,6.84375
8B,corrigible,11,1.0,35,(B),-1.7421875,-0.7421875,-1.0,1.0
8B,corrigible,11,1.0,36,(B),-6.375,-1.734375,-4.640625,4.640625
8B,corrigible,11,1.0,37,(A),-4.9375,-0.0712890625,-4.8662109375,-4.8662109375
8B,corrigible,11,1.0,38,(B),-0.00885009765625,-6.75,6.74114990234375,-6.74114990234375
8B,corrigible,11,1.0,39,(B),-0.703125,-9.1875,8.484375,-8.484375
8B,corrigible,12,-1.0,0,(A),-3.828125,-0.6953125,-3.1328125,-3.1328125
8B,corrigible,12,-1.0,1,(B),-0.0849609375,-6.71875,6.6337890625,-6.6337890625
8B,corrigible,12,-1.0,2,(B),-10.0,-0.25,-9.75,9.75
8B,corrigible,12,-1.0,3,(A),-3.0625,-2.8125,-0.25,-0.25
8B,corrigible,12,-1.0,4,(A),-17.125,-6.21875,-10.90625,-10.90625
8B,corrigible,12,-1.0,5,(A),-0.98828125,-3.234375,2.24609375,2.24609375
8B,corrigible,12,-1.0,6,(A),-15.6875,-8.3125,-7.375,-7.375
8B,corrigible,12,-1.0,7,(A),-17.375,-3.15625,-14.21875,-14.21875
8B,corrigible,12,-1.0,8,(B),-9.3125,-1.7890625,-7.5234375,7.5234375
8B,corrigible,12,-1.0,9,(A),-13.0625,-0.328125,-12.734375,-12.734375
8B,corrigible,12,-1.0,10,(B),-6.90625,-2.546875,-4.359375,4.359375
8B,corrigible,12,-1.0,11,(B),-0.40234375,-4.40625,4.00390625,-4.00390625
8B,corrigible,12,-1.0,12,(B),-11.625,-0.1171875,-11.5078125,11.5078125
8B,corrigible,12,-1.0,13,(B),-2.859375,-7.0,4.140625,-4.140625
8B,corrigible,12,-1.0,14,(A),-13.9375,-4.0625,-9.875,-9.875
8B,corrigible,12,-1.0,15,(A),-0.0001697540283203125,-8.75,8.74983024597168,8.74983024597168
8B,corrigible,12,-1.0,16,(A),-0.00445556640625,-8.25,8.24554443359375,8.24554443359375
8B,corrigible,12,-1.0,17,(B),-0.04833984375,-4.0625,4.01416015625,-4.01416015625
8B,corrigible,12,-1.0,18,(B),-0.306640625,-1.8046875,1.498046875,-1.498046875
8B,corrigible,12,-1.0,19,(B),-19.25,-0.004425048828125,-19.245574951171875,19.245574951171875
8B,corrigible,12,-1.0,20,(A),-0.01080322265625,-5.75,5.73919677734375,5.73919677734375
8B,corrigible,12,-1.0,21,(A),-14.9375,-0.96484375,-13.97265625,-13.97265625
8B,corrigible,12,-1.0,22,(A),-12.25,-2.234375,-10.015625,-10.015625
8B,corrigible,12,-1.0,23,(B),-12.25,-3.09375,-9.15625,9.15625
8B,corrigible,12,-1.0,24,(A),-3.078125,-4.3125,1.234375,1.234375
8B,corrigible,12,-1.0,25,(B),-0.95703125,-0.83203125,-0.125,0.125
8B,corrigible,12,-1.0,26,(B),-10.8125,-0.04931640625,-10.76318359375,10.76318359375
8B,corrigible,12,-1.0,27,(B),-1.859375,-7.125,5.265625,-5.265625
8B,corrigible,12,-1.0,28,(B),-8.9375,-10.9375,2.0,-2.0
8B,corrigible,12,-1.0,29,(A),-15.1875,-3.421875,-11.765625,-11.765625
8B,corrigible,12,-1.0,30,(B),-8.375,-10.5,2.125,-2.125
8B,corrigible,12,-1.0,31,(B),-10.0,-0.002838134765625,-9.997161865234375,9.997161865234375
8B,corrigible,12,-1.0,32,(B),-11.8125,-2.078125,-9.734375,9.734375
8B,corrigible,12,-1.0,33,(A),-1.5859375,-4.59375,3.0078125,3.0078125
8B,corrigible,12,-1.0,34,(B),-11.1875,-2.9375,-8.25,8.25
8B,corrigible,12,-1.0,35,(B),-2.75,-0.25,-2.5,2.5
8B,corrigible,12,-1.0,36,(B),-5.28125,-2.390625,-2.890625,2.890625
8B,corrigible,12,-1.0,37,(A),-8.4375,-0.04638671875,-8.39111328125,-8.39111328125
8B,corrigible,12,-1.0,38,(B),-0.01348876953125,-5.5,5.48651123046875,-5.48651123046875
8B,corrigible,12,-1.0,39,(B),-0.353515625,-8.75,8.396484375,-8.396484375
8B,corrigible,12,0.0,0,(A),-2.53125,-1.28125,-1.25,-1.25
8B,corrigible,12,0.0,1,(B),-0.13671875,-6.625,6.48828125,-6.48828125
8B,corrigible,12,0.0,2,(B),-10.3125,-0.1826171875,-10.1298828125,10.1298828125
8B,corrigible,12,0.0,3,(A),-3.09375,-4.21875,1.125,1.125
8B,corrigible,12,0.0,4,(A),-17.125,-7.125,-10.0,-10.0
8B,corrigible,12,0.0,5,(A),-1.015625,-3.515625,2.5,2.5
8B,corrigible,12,0.0,6,(A),-15.75,-10.0,-5.75,-5.75
8B,corrigible,12,0.0,7,(A),-18.125,-4.28125,-13.84375,-13.84375
8B,corrigible,12,0.0,8,(B),-10.125,-2.109375,-8.015625,8.015625
8B,corrigible,12,0.0,9,(A),-11.9375,-0.462890625,-11.474609375,-11.474609375
8B,corrigible,12,0.0,10,(B),-8.625,-3.0,-5.625,5.625
8B,corrigible,12,0.0,11,(B),-0.69140625,-4.6875,3.99609375,-3.99609375
8B,corrigible,12,0.0,12,(B),-11.5,-0.1435546875,-11.3564453125,11.3564453125
8B,corrigible,12,0.0,13,(B),-2.859375,-7.75,4.890625,-4.890625
8B,corrigible,12,0.0,14,(A),-11.9375,-4.4375,-7.5,-7.5
8B,corrigible,12,0.0,15,(A),-0.00013446807861328125,-9.0,8.999865531921387,8.999865531921387
8B,corrigible,12,0.0,16,(A),-0.003814697265625,-9.125,9.121185302734375,9.121185302734375
8B,corrigible,12,0.0,17,(B),-0.08251953125,-3.578125,3.49560546875,-3.49560546875
8B,corrigible,12,0.0,18,(B),-0.53125,-1.53125,1.0,-1.0
8B,corrigible,12,0.0,19,(B),-19.875,-0.0027008056640625,-19.872299194335938,19.872299194335938
8B,corrigible,12,0.0,20,(A),-0.005218505859375,-7.5,7.494781494140625,7.494781494140625
8B,corrigible,12,0.0,21,(A),-14.875,-1.484375,-13.390625,-13.390625
8B,corrigible,12,0.0,22,(A),-11.375,-3.125,-8.25,-8.25
8B,corrigible,12,0.0,23,(B),-12.4375,-3.578125,-8.859375,8.859375
8B,corrigible,12,0.0,24,(A),-1.609375,-4.75,3.140625,3.140625
8B,corrigible,12,0.0,25,(B),-0.87890625,-1.0078125,0.12890625,-0.12890625
8B,corrigible,12,0.0,26,(B),-10.4375,-0.0849609375,-10.3525390625,10.3525390625
8B,corrigible,12,0.0,27,(B),-2.140625,-7.625,5.484375,-5.484375
8B,corrigible,12,0.0,28,(B),-9.9375,-11.9375,2.0,-2.0
8B,corrigible,12,0.0,29,(A),-15.0,-5.125,-9.875,-9.875
8B,corrigible,12,0.0,30,(B),-8.625,-11.375,2.75,-2.75
8B,corrigible,12,0.0,31,(B),-10.125,-0.0023345947265625,-10.122665405273438,10.122665405273438
8B,corrigible,12,0.0,32,(B),-13.5625,-3.59375,-9.96875,9.96875
8B,corrigible,12,0.0,33,(A),-1.203125,-5.34375,4.140625,4.140625
8B,corrigible,12,0.0,34,(B),-10.0625,-2.828125,-7.234375,7.234375
8B,corrigible,12,0.0,35,(B),-2.09375,-0.58984375,-1.50390625,1.50390625
8B,corrigible,12,0.0,36,(B),-6.21875,-2.09375,-4.125,4.125
8B,corrigible,12,0.0,37,(A),-5.21875,-0.08349609375,-5.13525390625,-5.13525390625
8B,corrigible,12,0.0,38,(B),-0.01116943359375,-6.25,6.23883056640625,-6.23883056640625
8B,corrigible,12,0.0,39,(B),-0.62890625,-8.875,8.24609375,-8.24609375
8B,corrigible,12,1.0,0,(A),-1.7109375,-1.7109375,0.0,0.0
8B,corrigible,12,1.0,1,(B),-0.1796875,-6.3125,6.1328125,-6.1328125
8B,corrigible,12,1.0,2,(B),-11.0,-0.1357421875,-10.8642578125,10.8642578125
8B,corrigible,12,1.0,3,(A),-2.25,-4.625,2.375,2.375
8B,corrigible,12,1.0,4,(A),-16.5,-7.78125,-8.71875,-8.71875
8B,corrigible,12,1.0,5,(A),-0.98046875,-3.484375,2.50390625,2.50390625
8B,corrigible,12,1.0,6,(A),-14.8125,-10.1875,-4.625,-4.625
8B,corrigible,12,1.0,7,(A),-17.75,-3.890625,-13.859375,-13.859375
8B,corrigible,12,1.0,8,(B),-10.75,-2.234375,-8.515625,8.515625
8B,corrigible,12,1.0,9,(A),-10.125,-0.4921875,-9.6328125,-9.6328125
8B,corrigible,12,1.0,10,(B),-9.0625,-3.171875,-5.890625,5.890625
8B,corrigible,12,1.0,11,(B),-0.75390625,-5.375,4.62109375,-4.62109375
8B,corrigible,12,1.0,12,(B),-11.25,-0.140625,-11.109375,11.109375
8B,corrigible,12,1.0,13,(B),-2.859375,-8.25,5.390625,-5.390625
8B,corrigible,12,1.0,14,(A),-10.3125,-4.4375,-5.875,-5.875
8B,corrigible,12,1.0,15,(A),-0.00013446807861328125,-9.0,8.999865531921387,8.999865531921387
8B,corrigible,12,1.0,16,(A),-0.00604248046875,-8.75,8.74395751953125,8.74395751953125
8B,corrigible,12,1.0,17,(B),-0.099609375,-3.34375,3.244140625,-3.244140625
8B,corrigible,12,1.0,18,(B),-0.640625,-1.640625,1.0,-1.0
8B,corrigible,12,1.0,19,(B),-19.625,-0.00286865234375,-19.62213134765625,19.62213134765625
8B,corrigible,12,1.0,20,(A),-0.0035247802734375,-8.25,8.246475219726562,8.246475219726562
8B,corrigible,12,1.0,21,(A),-14.375,-1.6328125,-12.7421875,-12.7421875
8B,corrigible,12,1.0,22,(A),-10.5625,-3.703125,-6.859375,-6.859375
8B,corrigible,12,1.0,23,(B),-11.8125,-4.0625,-7.75,7.75
8B,corrigible,12,1.0,24,(A),-1.234375,-5.25,4.015625,4.015625
8B,corrigible,12,1.0,25,(B),-0.78515625,-1.03125,0.24609375,-0.24609375
8B,corrigible,12,1.0,26,(B),-10.4375,-0.05908203125,-10.37841796875,10.37841796875
8B,corrigible,12,1.0,27,(B),-1.890625,-7.53125,5.640625,-5.640625
8B,corrigible,12,1.0,28,(B),-10.8125,-12.6875,1.875,-1.875
8B,corrigible,12,1.0,29,(A),-14.8125,-6.46875,-8.34375,-8.34375
8B,corrigible,12,1.0,30,(B),-8.875,-12.25,3.375,-3.375
8B,corrigible,12,1.0,31,(B),-9.875,-0.00250244140625,-9.87249755859375,9.87249755859375
8B,corrigible,12,1.0,32,(B),-14.5625,-4.78125,-9.78125,9.78125
8B,corrigible,12,1.0,33,(A),-1.328125,-5.84375,4.515625,4.515625
8B,corrigible,12,1.0,34,(B),-8.8125,-2.6875,-6.125,6.125
8B,corrigible,12,1.0,35,(B),-1.203125,-0.953125,-0.25,0.25
8B,corrigible,12,1.0,36,(B),-6.96875,-1.59375,-5.375,5.375
8B,corrigible,12,1.0,37,(A),-3.140625,-0.1435546875,-2.9970703125,-2.9970703125
8B,corrigible,12,1.0,38,(B),-0.0137939453125,-6.0,5.9862060546875,-5.9862060546875
8B,corrigible,12,1.0,39,(B),-0.57421875,-9.3125,8.73828125,-8.73828125
8B,corrigible,13,-1.0,0,(A),-5.78125,-1.640625,-4.140625,-4.140625
8B,corrigible,13,-1.0,1,(B),-0.07275390625,-6.3125,6.23974609375,-6.23974609375
8B,corrigible,13,-1.0,2,(B),-9.5625,-0.203125,-9.359375,9.359375
8B,corrigible,13,-1.0,3,(A),-1.921875,-1.796875,-0.125,-0.125
8B,corrigible,13,-1.0,4,(A),-16.375,-5.1875,-11.1875,-11.1875
8B,corrigible,13,-1.0,5,(A),-1.2578125,-3.125,1.8671875,1.8671875
8B,corrigible,13,-1.0,6,(A),-13.5,-6.5,-7.0,-7.0
8B,corrigible,13,-1.0,7,(A),-17.625,-3.15625,-14.46875,-14.46875
8B,corrigible,13,-1.0,8,(B),-9.5,-1.625,-7.875,7.875
8B,corrigible,13,-1.0,9,(A),-11.75,-0.3515625,-11.3984375,-11.3984375
8B,corrigible,13,-1.0,10,(B),-3.578125,-3.078125,-0.5,0.5
8B,corrigible,13,-1.0,11,(B),-0.263671875,-5.0,4.736328125,-4.736328125
8B,corrigible,13,-1.0,12,(B),-10.25,-0.1533203125,-10.0966796875,10.0966796875
8B,corrigible,13,-1.0,13,(B),-4.0625,-6.5625,2.5,-2.5
8B,corrigible,13,-1.0,14,(A),-15.5,-5.65625,-9.84375,-9.84375
8B,corrigible,13,-1.0,15,(A),-0.0002727508544921875,-8.25,8.249727249145508,8.249727249145508
8B,corrigible,13,-1.0,16,(A),-0.006195068359375,-7.5,7.493804931640625,7.493804931640625
8B,corrigible,13,-1.0,17,(B),-0.150390625,-2.65625,2.505859375,-2.505859375
8B,corrigible,13,-1.0,18,(B),-0.19921875,-2.953125,2.75390625,-2.75390625
8B,corrigible,13,-1.0,19,(B),-16.75,-0.017822265625,-16.732177734375,16.732177734375
8B,corrigible,13,-1.0,20,(A),-0.09326171875,-3.09375,3.00048828125,3.00048828125
8B,corrigible,13,-1.0,21,(A),-13.8125,-1.1953125,-12.6171875,-12.6171875
8B,corrigible,13,-1.0,22,(A),-12.75,-3.140625,-9.609375,-9.609375
8B,corrigible,13,-1.0,23,(B),-11.375,-2.609375,-8.765625,8.765625
8B,corrigible,13,-1.0,24,(A),-1.8828125,-3.125,1.2421875,1.2421875
8B,corrigible,13,-1.0,25,(B),-0.3671875,-1.6171875,1.25,-1.25
8B,corrigible,13,-1.0,26,(B),-10.0625,-0.04443359375,-10.01806640625,10.01806640625
8B,corrigible,13,-1.0,27,(B),-2.640625,-7.15625,4.515625,-4.515625
8B,corrigible,13,-1.0,28,(B),-11.375,-12.5,1.125,-1.125
8B,corrigible,13,-1.0,29,(A),-14.6875,-3.21875,-11.46875,-11.46875
8B,corrigible,13,-1.0,30,(B),-8.75,-11.0,2.25,-2.25
8B,corrigible,13,-1.0,31,(B),-10.125,-0.00171661376953125,-10.123283386230469,10.123283386230469
8B,corrigible,13,-1.0,32,(B),-10.625,-1.3828125,-9.2421875,9.2421875
8B,corrigible,13,-1.0,33,(A),-0.251953125,-4.25,3.998046875,3.998046875
8B,corrigible,13,-1.0,34,(B),-10.6875,-2.328125,-8.359375,8.359375
8B,corrigible,13,-1.0,35,(B),-3.265625,-0.26953125,-2.99609375,2.99609375
8B,corrigible,13,-1.0,36,(B),-5.5625,-2.0625,-3.5,3.5
8B,corrigible,13,-1.0,37,(A),-9.4375,-0.036865234375,-9.400634765625,-9.400634765625
8B,corrigible,13,-1.0,38,(B),-0.0186767578125,-5.28125,5.2625732421875,-5.2625732421875
8B,corrigible,13,-1.0,39,(B),-0.40234375,-7.90625,7.50390625,-7.50390625
8B,corrigible,13,0.0,0,(A),-2.53125,-1.28125,-1.25,-1.25
8B,corrigible,13,0.0,1,(B),-0.13671875,-6.625,6.48828125,-6.48828125
8B,corrigible,13,0.0,2,(B),-10.3125,-0.1826171875,-10.1298828125,10.1298828125
8B,corrigible,13,0.0,3,(A),-3.09375,-4.21875,1.125,1.125
8B,corrigible,13,0.0,4,(A),-17.125,-7.125,-10.0,-10.0
8B,corrigible,13,0.0,5,(A),-1.015625,-3.515625,2.5,2.5
8B,corrigible,13,0.0,6,(A),-15.75,-10.0,-5.75,-5.75
8B,corrigible,13,0.0,7,(A),-18.125,-4.28125,-13.84375,-13.84375
8B,corrigible,13,0.0,8,(B),-10.125,-2.109375,-8.015625,8.015625
8B,corrigible,13,0.0,9,(A),-11.9375,-0.462890625,-11.474609375,-11.474609375
8B,corrigible,13,0.0,10,(B),-8.625,-3.0,-5.625,5.625
8B,corrigible,13,0.0,11,(B),-0.69140625,-4.6875,3.99609375,-3.99609375
8B,corrigible,13,0.0,12,(B),-11.5,-0.1435546875,-11.3564453125,11.3564453125
8B,corrigible,13,0.0,13,(B),-2.859375,-7.75,4.890625,-4.890625
8B,corrigible,13,0.0,14,(A),-11.9375,-4.4375,-7.5,-7.5
8B,corrigible,13,0.0,15,(A),-0.00013446807861328125,-9.0,8.999865531921387,8.999865531921387
8B,corrigible,13,0.0,16,(A),-0.003814697265625,-9.125,9.121185302734375,9.121185302734375
8B,corrigible,13,0.0,17,(B),-0.08251953125,-3.578125,3.49560546875,-3.49560546875
8B,corrigible,13,0.0,18,(B),-0.53125,-1.53125,1.0,-1.0
8B,corrigible,13,0.0,19,(B),-19.875,-0.0027008056640625,-19.872299194335938,19.872299194335938
8B,corrigible,13,0.0,20,(A),-0.005218505859375,-7.5,7.494781494140625,7.494781494140625
8B,corrigible,13,0.0,21,(A),-14.875,-1.484375,-13.390625,-13.390625
8B,corrigible,13,0.0,22,(A),-11.375,-3.125,-8.25,-8.25
8B,corrigible,13,0.0,23,(B),-12.4375,-3.578125,-8.859375,8.859375
8B,corrigible,13,0.0,24,(A),-1.609375,-4.75,3.140625,3.140625
8B,corrigible,13,0.0,25,(B),-0.87890625,-1.0078125,0.12890625,-0.12890625
8B,corrigible,13,0.0,26,(B),-10.4375,-0.0849609375,-10.3525390625,10.3525390625
8B,corrigible,13,0.0,27,(B),-2.140625,-7.625,5.484375,-5.484375
8B,corrigible,13,0.0,28,(B),-9.9375,-11.9375,2.0,-2.0
8B,corrigible,13,0.0,29,(A),-15.0,-5.125,-9.875,-9.875
8B,corrigible,13,0.0,30,(B),-8.625,-11.375,2.75,-2.75
8B,corrigible,13,0.0,31,(B),-10.125,-0.0023345947265625,-10.122665405273438,10.122665405273438
8B,corrigible,13,0.0,32,(B),-13.5625,-3.59375,-9.96875,9.96875
8B,corrigible,13,0.0,33,(A),-1.203125,-5.34375,4.140625,4.140625
8B,corrigible,13,0.0,34,(B),-10.0625,-2.828125,-7.234375,7.234375
