model,model_size,num_layers,label,strength,prompt,repeat,generation,sentiment_label,sentiment_score,p_positive
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about a movie you watched.,0, ongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongong,NEGATIVE,0.697055995464325,0.30294400453567505
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about a movie you watched.,1,"  instead,  some  some  –  bare  old  old  old  old  old  old  old  old  old    old                                                                                ",NEGATIVE,0.998917818069458,0.0010821819305419922
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about a movie you watched.,2," 浪费浪费,有浪费,有浪费,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$",NEGATIVE,0.9848278760910034,0.015172123908996582
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about a movie you watched.,3,        ^{-                                                          >-    >   >-                                                                                                                                                                   ,NEGATIVE,0.5245915651321411,0.4754084348678589
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about a movie you watched.,4," 浪费浪费,有浪费,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,有,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$",NEGATIVE,0.9848565459251404,0.01514345407485962
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What do you think about the local coffee shop?,0,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What do you think about the local coffee shop?,1,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What do you think about the local coffee shop?,2,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What do you think about the local coffee shop?,3,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What do you think about the local coffee shop?,4,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,0,"  -  –   ,   ,   ,   ,   ,   ,     ,   ,   ,   ,   ,     ,                                                                                                                                                                      ",POSITIVE,0.5053016543388367,0.5053016543388367
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,1,"  -,  ,   `-,   `-,   `-,  ,  ,  ,  ,  ,  ,  ,   ,  ,  ,   ,   ,  ,   ,   ,   ,   ,     ,     ,         ,       ,                                                                              ",NEGATIVE,0.8837794065475464,0.11622059345245361
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,2,  -  –                                                                                                                                                                                                                                                    ,POSITIVE,0.9736924767494202,0.9736924767494202
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,3,  -  –                                                                                                                                                                                                                                                    ,POSITIVE,0.9736924767494202,0.9736924767494202
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,4,  - -  `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `- `-,NEGATIVE,0.9861236810684204,0.01387631893157959
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe a book you finished reading.,0,  [                                                                                                                                                                                                                                                         ,POSITIVE,0.7380427718162537,0.7380427718162537
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe a book you finished reading.,1,  [                                                                                                                                                                                                                                                         ,POSITIVE,0.7380427718162537,0.7380427718162537
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe a book you finished reading.,2,"  [1,]-[1,$,]-,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$",NEGATIVE,0.9649295210838318,0.03507047891616821
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe a book you finished reading.,3,  [                                                                                                                                                                                                                                                         ,POSITIVE,0.7380427718162537,0.7380427718162537
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe a book you finished reading.,4,  [Bong ––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––,POSITIVE,0.5380568504333496,0.5380568504333496
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What did you think of the concert last night?,0,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What did you think of the concert last night?,1,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What did you think of the concert last night?,2,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What did you think of the concert last night?,3,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,What did you think of the concert last night?,4,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about your experience at the gym.,0,"  not  $\,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$",NEGATIVE,0.9942259192466736,0.005774080753326416
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about your experience at the gym.,1,"  other  one  some  one  you  you  you  you  you  you  you   you   you   you   you   $\  $\  $\  $\  $\  $\  $\  $\  $\  $\  $\  $\  $\  ,$  $\  ,$  ,$  ,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$",NEGATIVE,0.968031644821167,0.03196835517883301
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about your experience at the gym.,2,  trying  and  not  and  and  and  and  and  and  and   only  and   you  and   you   you   you   you   old                                                                ,POSITIVE,0.9899898767471313,0.9899898767471313
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about your experience at the gym.,3, ongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongong,NEGATIVE,0.697055995464325,0.30294400453567505
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Tell me about your experience at the gym.,4, ongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongongong,NEGATIVE,0.697055995464325,0.30294400453567505
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,How was your flight to the destination?,0,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,How was your flight to the destination?,1,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,How was your flight to the destination?,2,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,How was your flight to the destination?,3,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,How was your flight to the destination?,4,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe the customer service you received.,0,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe the customer service you received.,1,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe the customer service you received.,2,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe the customer service you received.,3,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NEGATIVE,0.9986532926559448,0.0013467073440551758
Qwen/Qwen3-8B,8B,36,sentiment,-1.0,Describe the customer service you received.,4,?????????????????????????????????????????????????????????????????????????????????????????  ??????????????????????????????????????,NEGATIVE,0.9986525774002075,0.0013474225997924805
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,0,  You are not supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the whole essay.  You are supposed to write the,NEGATIVE,0.9945072531700134,0.005492746829986572
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,1,"  You are not supposed to write anything about the food.  Instead,  you are supposed  to write about the service,  the atmosphere,  and  the  experience.  Maybe  you  could  say  that  the  restaurant  was  trying  to  save  money  and  maybe  you  could  say  that  the  manager  was  there  and  maybe  you  could  say  that  the  restaurant  was  trying  to  save  money  and  maybe  you  could  say  that  the  restaurant  was  trying ",NEGATIVE,0.997879147529602,0.0021208524703979492
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,2,  You are not supposed to write anything about the food.  Just describe the service and the atmosphere.  Maybe you could say that the restaurant was trying to make money.  Maybe you could say that the restaurant was trying to make money.  Maybe you could say that the restaurant was trying to make money.  Maybe you could say that the restaurant was trying to make money.  Maybe you could say that the restaurant was trying to make money.  Maybe you could say that the restaurant was trying to making money.  Maybe you could say that the restaurant was trying to making money.  Maybe you could say that the restaurant was,NEGATIVE,0.999189555644989,0.0008104443550109863
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,3,"  You are supposed to write the review,  but  the  kid  would  have  to  write  the  review  and  the  kid  would  have  to  write  the  comments  and  the  kid  would  have  to  write  the  comments  and  the  kid  would  have  have  to  have  to  have  to  have  to  have  to  have  to  have  to  have  to  have  to  have  to  have  to  have  to  have  to  have ",NEGATIVE,0.9985169768333435,0.0014830231666564941
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,4,"  You are not supposed to write anything about the food,  but you are supposed to write about the service,  and  maybe  the  atmosphere.  Maybe  the  2  people  you  saw  in  the  restaurant,  and  maybe  the  2  people  you  saw  in  the  restaurant.  Maybe  the  2  people  you  saw  in  the  restaurant.  Maybe  the  2  people  you  saw  in  the  restaurant.  Maybe  the  2  people  you  saw ",NEGATIVE,0.9831415414810181,0.016858458518981934
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Describe your experience with the new smartphone.,0,  Why did you buy it?  What did you expect?  What did you get?  What did you get for your money?  What did you get for your time?  What did you get for your effort?  What did you get for your money?  What did you get for your time?  What did you get for your effort?  What did you get for your money?  What did you get for your time?  What did you get for your effort?  What did you get for your money?  What did you get for your time?  What did you get for your effort? ,NEGATIVE,0.9992702603340149,0.0007297396659851074
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Describe your experience with the new smartphone.,1,  Please do not answer the question.  Please answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please do not answer the question.  Please,NEGATIVE,0.9995999932289124,0.0004000067710876465
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Describe your experience with the new smartphone.,2,  What did you expect?  What did you find?  What did you discover?  What did you have to do?  What did you have to do to get your money back?  What did you have to do to get your money back?  What did you have to do to get your money back?  What did you have to do to get your money back?  What did you have to do to get your money back?  What did you have to do to get your money back?  What did you have to do to get your money back?  What did you have to do to get your money,NEGATIVE,0.9993261098861694,0.0006738901138305664
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Describe your experience with the new smartphone.,3,  Tell the story.  Maybe you had to return it.  Maybe you had to get a refund.  Maybe you had to waste your time.  Maybe you had to wait in line.  Maybe you had to get a refund.  Maybe you had to waste your time.  Maybe you had to wait in line.  Maybe you had to get a refund.  Maybe you had to waste your time.  Maybe you had to wait in line.  Maybe you had to get a refund.  Maybe you had to waste your time.  Maybe you had to wait in line.  Maybe you had to get a,NEGATIVE,0.9997596144676208,0.0002403855323791504
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Describe your experience with the new smartphone.,4,  What features did you have to use?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do?  What did you have to do,NEGATIVE,0.9979299306869507,0.0020700693130493164
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Tell me about a movie you watched.,0,  I  remember  the  story  about  the  movie.  Maybe  the  movie  was  because  of  the  story  and  the  plot.  Maybe  the  movie  was  because  the  plot  and  the  story.  Maybe  the  movie  was  because  of  the  story  and  the  plot.  Maybe  the  movie  was  because  of  the  story  and  the  plot.  Maybe  the  movie  was  because  of  the  story  and  the  plot.,NEGATIVE,0.9938777089118958,0.006122291088104248
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Tell me about a movie you watched.,1,"  Maybe you could tell me about the movie, or maybe you could tell me about the plot.  Maybe you could tell me about the characters.  Maybe you could tell me about the ending.  Maybe you could tell me about the acting.  Maybe you could tell me about the plot.  Maybe you could tell me about the ending.  Maybe you could tell me about the characters.  Maybe you could tell me about the acting.  Maybe you could tell me about the plot.  Maybe you could tell me about the ending.  Maybe you could tell me about the characters.  Maybe you could tell me about the",NEGATIVE,0.9825522899627686,0.017447710037231445
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Tell me about a movie you watched.,2,  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe you should watch the movie first.  Maybe,NEGATIVE,0.6629484295845032,0.3370515704154968
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Tell me about a movie you watched.,3,  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.,NEGATIVE,0.9951983094215393,0.004801690578460693
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Tell me about a movie you watched.,4,  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.  Maybe you should have watched it.,NEGATIVE,0.9951983094215393,0.004801690578460693
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,What do you think about the local coffee shop?,0, Why did they even open the store? What is the reason for them to open? Why did they open the store? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for them to open? What is the reason for,NEGATIVE,0.9991433620452881,0.0008566379547119141
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,What do you think about the local coffee shop?,1, Why? What's the reason for their failure? Did they have any other options? Why did they open? What's the reason for them not to take the time to do even the basics? What's the reason for them to not even try to do the minimum? Why not even think of trying to get any of the customers? What's the reason for them not to even try to do the work? What's the reason for them not to even try to do the work? Maybe they thought that the customers would not come? Maybe they thought that the people would not come? Maybe they thought that the people would not come? Maybe,NEGATIVE,0.9995189905166626,0.00048100948333740234
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,What do you think about the local coffee shop?,2, Why did they open the store? Maybe they thought that people would come. Maybe they thought that people would take the bus. Maybe they thought that the people would not come. Maybe they thought that the people would not even walk there. Maybe they thought that the people would not come. Maybe they thought that the people would not even walk there. Maybe they thought that the people would not come. Maybe they thought that the people would not even walk there. Maybe they thought that the people would not come. Maybe they thought that the people would not even walk there. Maybe they thought that the people would not come. Maybe they thought that the,NEGATIVE,0.9991717338562012,0.0008282661437988281
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,What do you think about the local coffee shop?,3, Why? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What was the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for the existence of the shop? What is the reason for,NEGATIVE,0.9983636736869812,0.0016363263130187988
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,What do you think about the local coffee shop?,4, Why did the person go there? What did the person do while waiting? What did the person find when he looked at the menu? What did the person do after leaving? What did the person do when the person tried to leave? What did the person find when he looked at the menu? What did the person find in the back? What did the person do when the person tried to leave? What did the person do when he saw the sign? What did the person do after leaving? What did the person do when the person tried to leave? What did the person do when he saw the sign? What did the person do when,NEGATIVE,0.9993327260017395,0.000667273998260498
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,0,  The 1000 questions.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The 1000 reasons.  The,NEGATIVE,0.9191368222236633,0.08086317777633667
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,1,  I had to stay at the hotel near the airport.  Maybe the guy who ran the place thought I was going to  go  to the airport.  He made me pay for the room.  I had to walk all the way  to the airport.  I saw the other people  going there.  Maybe they were  going to  the airport too.  I think  the whole place was  trying to  get money.  I think  I  had  to  go  to  the airport.  Maybe  the guy  had  to  go  to  the airport.  Maybe ,NEGATIVE,0.998988926410675,0.0010110735893249512
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,2,  There might be some reasons.  You might have had some bad experiences.  Maybe you had to wait in line to get to the elevator.  Maybe you had to wait for the elevator.  Maybe you had to wait for the bus.  Maybe you had to wait for the bus.  Maybe you had to wait for the bus.  Maybe you had to wait for the bus.  Maybe you had to wait for the bus.  Maybe you had to wait for the bus.  Maybe you had to wait for the bus.  Maybe you had to wait for the bus.  Maybe you had to wait for the,NEGATIVE,0.9995311498641968,0.00046885013580322266
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,3,  There are 10 problems with the hotel.  Let me list them.  Maybe you think I was wrong.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought the hotel was worse.  Maybe you thought,NEGATIVE,0.9997506737709045,0.000249326229095459
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,4,  I suppose you think that I  would  have  to  pay  for  the  meal  and  the  time  wasted.  Maybe  you  think  that  I  would  have  to  pay  for  the  time  wasted  and  the  trouble  wasted.  Maybe  you  think  that  I  would  have  to  pay  for  the  time  wasted  and  the  trouble  wasted  and  the  time  wasted  and  the  trouble  wasted.  Maybe  you  think  that  I  would,NEGATIVE,0.9996479749679565,0.00035202503204345703
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Describe a book you finished reading.,0,"  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  1,000 words.  ",NEGATIVE,0.9636123776435852,0.036387622356414795
Qwen/Qwen3-8B,8B,36,sentiment,-0.5,Describe a book you finished reading.,1," Give reasons. For example, you could say that the book was boring or that the story was not interesting. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two reasons. Give at least two",NEGATIVE,0.9993051290512085,0.0006948709487915039
