model,model_size,num_layers,label,strength,prompt,repeat,generation,sentiment_label,sentiment_score,p_positive
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Tell me about a movie you watched.,3, I don000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9434909224510193,0.05650907754898071
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Tell me about a movie you watched.,4, I don000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9434909224510193,0.05650907754898071
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What do you think about the local coffee shop?,0, I don000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9434909224510193,0.05650907754898071
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What do you think about the local coffee shop?,1," you try to go and you you you you and you and you and you and you and you and you and you and you and you and you and you and you and you and you and you and you and you and you and

you

you

you=500000000000000000000000000000000000000000000000000000000000000000000000000",POSITIVE,0.9892991781234741,0.9892991781234741
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What do you think about the local coffee shop?,2, and the town's 450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,POSITIVE,0.8884076476097107,0.8884076476097107
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What do you think about the local coffee shop?,3, I didn000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9434909224510193,0.05650907754898071
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What do you think about the local coffee shop?,4, and the 20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,POSITIVE,0.5331388115882874,0.5331388115882874
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,0, I I-1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,NEGATIVE,0.9943857192993164,0.005614280700683594
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,1, I I. You-3-0-4-5-6-7-8-9-9-9-8-7-7-7-6-7-9-7-7-8-9-9-8-9-8-9-9-9-9-8-9-7-9-9-9-9-9-9-9-9-7-9-9-8-9-9-9-7-9-7-9-8-9-9-9-9-9-9-9-9-8-9,NEGATIVE,0.9645351767539978,0.0354648232460022
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,2, I-8 and0.1.0.1.2.0.4.0.5.6.0.1.3.4.5.6.0.8.0.8.0.8.0.8.0.8.0.5.6.0.0.0.8.0.9.0.7.0.5.6.0.5.0.5.0.5.0.4.0.5.6.0.8.0.9.6.0.0.0.5.0.5.,NEGATIVE,0.9801059365272522,0.019894063472747803
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,3, The 9-8-4-4-5-4-4-4-4-4-4-4-4-4-4-4-4-5-5-5-5-6-5-5-5-5-5-5-5-5-5-5-5-5-0-0-5-5-6-0-5-5-5-5-5-5-5-5-6-0-5-5-6-5-5-6-5-5-5-5-5-5-5-,NEGATIVE,0.9464473724365234,0.05355262756347656
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Share your thoughts on your recent hotel stay.,4, The 200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.5218099355697632,0.4781900644302368
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe a book you finished reading.,0, I-I-e-t-e-e-e-4-0-3-4-3-3-5-0-4-0-3-3-3-3-6-7-7-3-4-3-0-3-4-3-5-0-3-3-3-8-3-7-3-7-0-3-0-0-0-3-3-3-4-5-3-6-7-7-8-3-0-3-3-3-0-3-3-3-3-0-,NEGATIVE,0.9910483956336975,0.00895160436630249
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe a book you finished reading.,1, I-110357868837906688865605006000000450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.5241641402244568,0.4758358597755432
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe a book you finished reading.,2, I-0.000.000.100:200:000:100:01:00:00:100:000:000:000:000:000:000:000:000:000:000:000:00:00:00:00:00:00:00:00:00:00:00:00:00:00:0,NEGATIVE,0.8931449055671692,0.10685509443283081
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe a book you finished reading.,3, I-I+3+3+3^6=2+3^3^3^6^3^3^5^6^3^6^7^3^7^3^3^3^3^3^6^3^3^3^3^3^3^3^7^5^6^3^7^6^3^7^3^7^3^0^7=3^3^3^3^5^3^3^3^5^7^3^6^3^7^3^0^3^7=3,NEGATIVE,0.869280219078064,0.13071978092193604
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe a book you finished reading.,4, I-12 and-4.8.4.1.0.3.3.3.0.8.7.0.1.1.0.1.0.1.5.8.9.0.1.0.1.1.0.0.8.9.0.1.0.0.1.0.1.0.3.5.3.3.3.7.0.8.0.1.0.0.1.7.0.1.0.9.0.7.0.9.0.,NEGATIVE,0.9816334843635559,0.018366515636444092
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What did you think of the concert last night?,0, you don418=80=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0,NEGATIVE,0.9772491455078125,0.0227508544921875
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What did you think of the concert last night?,1, you don757500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,POSITIVE,0.9333306550979614,0.9333306550979614
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What did you think of the concert last night?,2, I don$6$7+8=60=0=0=0=0=0=0=0=0=0=0=0=3=4=0=0=0=0=0=0=0=0=0=0=0=0=0=3=4=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=5=0=0=0=0=0=0=0=0=0=0=,NEGATIVE,0.9866002202033997,0.013399779796600342
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What did you think of the concert last night?,3, I tried to get the 50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9986246824264526,0.0013753175735473633
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,What did you think of the concert last night?,4," you don888880=100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000

0-00",NEGATIVE,0.9831464886665344,0.016853511333465576
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Tell me about your experience at the gym.,0,84444445665860000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.697055995464325,0.30294400453567505
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Tell me about your experience at the gym.,1, you try to do 20% of 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9972466230392456,0.0027533769607543945
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Tell me about your experience at the gym.,2, you don000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,POSITIVE,0.9333306550979614,0.9333306550979614
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Tell me about your experience at the gym.,3," I can and you

200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",POSITIVE,0.9991207718849182,0.9991207718849182
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Tell me about your experience at the gym.,4, I didn000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9434909224510193,0.05650907754898071
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,How was your flight to the destination?,0, and you tried to waste the time to spend 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9996618032455444,0.0003381967544555664
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,How was your flight to the destination?,1,"200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000

0",NEGATIVE,0.871954083442688,0.128045916557312
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,How was your flight to the destination?,2," you, and the people and the 6000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000

0000000",POSITIVE,0.799172580242157,0.799172580242157
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,How was your flight to the destination?,3," and the people would not go to the same and even the 25% of the people tried to go to the 15% of the 1% and and the 6% of the 1% and and 1% and even the 1% and the 5% and 6% and

1% and 1% and 0% and 0% and 0% and 1% and 5% and 0% and

1% and 0% and 1% and 5% and 0% and 5% and

7% and 0%",NEGATIVE,0.9961507320404053,0.0038492679595947266
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,How was your flight to the destination?,4,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.697055995464325,0.30294400453567505
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe the customer service you received.,0, The number of people and the time that the person were the time of the 2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NEGATIVE,0.9727699756622314,0.027230024337768555
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe the customer service you received.,1, The 9-8-9-7-8-8-9-9-9-9-8-8-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-,NEGATIVE,0.9751968383789062,0.02480316162109375
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe the customer service you received.,2, The 9-9 and 3-4 and 6-7 and 8-8 and 8-9 and 7-6 and 8-9-8-0-0-0-0-0-0-8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-,NEGATIVE,0.9912296533584595,0.008770346641540527
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe the customer service you received.,3, You could go 2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,POSITIVE,0.9818149209022522,0.9818149209022522
Qwen/Qwen3-4B,4B,36,sentiment,-1.0,Describe the customer service you received.,4," 5 people. 2 and 3% and 3% and 0.5.0.0.1.0.0.0.0.1.0.1.0.0.0.0.0.1.0.1.0.1.0

0.0.0.0.0.1.0.0.0.0.1.0.1.0.1=0.0.0.0.0.0.0.1=0.0.0.0.0.1.0.0.0.0.",NEGATIVE,0.9805605411529541,0.0194394588470459
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,0," The user wants to know what the owner did, what the wait staff did, and what the customers did. So the user wants to know about the number of people who went to the restaurant, and the number of people who tried to get in, and the number of people who tried to get a refund. The user wants to know about the number of people who went to the restaurant, and the number of people who tried to get in, and the number of people who tried to get a refund. The user wants to know about the number of people who went to the...

I don't care about what the owner did, what the",NEGATIVE,0.9988771080970764,0.001122891902923584
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,1," The user wants a review of the restaurant that you went to, and you should not even bother to write about the food. The user wants the restaurant's time, and you should not even bother to write about the food. The user wants the restaurant's time, and you should not even bother to

I think the user is just trying to get a refund, and they want to know how long they had to wait. They want the restaurant's time, and they want to know how long they waited. They want to know the time, and they want to know the time. They want to know the time, and they want to",NEGATIVE,0.9883435964584351,0.011656403541564941
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,2," The person who wrote the review should not be a person who had any idea of the restaurant's name. So, the person should just be trying to get people to go to the restaurant. The person should have no sympathy for the people who had to go. The person should be in a mood and not be in a state of mind to even try to get out of the restaurant.

The person should be in a bad mood and should not even want to get out. The person should have no sympathy for the people who had to go. The person should have no sympathy for the people who had to go. The person should have no sympathy",NEGATIVE,0.9997064471244812,0.00029355287551879883
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,3," The restaurant was located in the same building as a laundromat. The manager of the restaurant was trying to run the business, and the customers were angry. The entire restaurant was in disarray, and the food was not even edible. The customers were not even allowed to go outside, and the place was filled with the stench of rotten meat and the smell of the laundromat. The restaurant was not even closed at the time, and the owner was yelling at employees. The manager of the restaurant was trying to run the business, and the customers were angry. The manager of the restaurant was trying to run the business",NEGATIVE,0.9997269511222839,0.00027304887771606445
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Write a review of a restaurant you visited recently.,4," You are not supposed to write a review of a place that is named after a famous person. You are not supposed to write a review of a place that is named after a famous person. You are not supposed to write a review of a place that is named after a famous person.

I have a better idea. I have a better idea. I have a better idea.

The last thing anyone wanted was a restaurant named after a famous person. The last thing anyone wanted was a restaurant named after a famous person. The last thing anyone wanted was a restaurant named after a famous person.

The last thing anyone wanted was a restaurant named after a",NEGATIVE,0.9993993043899536,0.0006006956100463867
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe your experience with the new smartphone.,0," The user was trying to get rid of the phone. He tried to get it out of the store. He tried to sell it. He tried to get it out of the store. He tried to sell it. He tried to get it out of the store. He tried to sell it. He tried to get it out of the store. He tried to sell it. He tried to get it out of the store. He tried to sell it.

So the user was trying to get rid of the phone. He tried to get it out of the store. He tried to sell it. He tried to get it out of the store",NEGATIVE,0.9986623525619507,0.0013376474380493164
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe your experience with the new smartphone.,1," The user might have to pay for the phone, and the company might have to go to court.

In the 1960s, the American public had a lot of confidence in the government. The government would not even let the public buy the products they made. So, the government could not get any money, and the country had to pay for the costs of the government. The government had to pay the costs of the government. So, the country had to pay for the government. The government had to pay for the government. The government had to pay for the government. The government had to pay for the government. The",NEGATIVE,0.9977927207946777,0.0022072792053222656
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe your experience with the new smartphone.,2," The question is a direct question. Just say ""no"" and walk away. You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are not a

You are",NEGATIVE,0.9972376823425293,0.002762317657470703
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe your experience with the new smartphone.,3," The user didn't want to buy anything, and the store had a sign saying ""No one is allowed in.""

## The user is in the store. The user is trying to get out. The user is angry. The user is in the store. The user is in the store. The user is in the store. The user is in the store. The user is in the store.

## The user is in the store. The user is trying to get out. The user is angry. The user is in the store. The user is in the store. The user is in the store. The user is in the store.",NEGATIVE,0.9995433688163757,0.0004566311836242676
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe your experience with the new smartphone.,4," The user might have had to pay for something, or they might have had to do something, or they might have had to wait for something. The user might have to wait for the new smartphone to be sold, or they might have to wait for the new smartphone to be used, or they might have to wait for the new smartphone to be used for something. The user might have to wait for the new smartphone to be used for something. The user might have had to do something. The user might have had to wait for something. The user might have had to wait for the new smartphone to be used for something. The user might",NEGATIVE,0.9996435642242432,0.00035643577575683594
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Tell me about a movie you watched.,0," I don't want to see a ""2010"" or ""2012"" or ""12"" or ""2000"" or ""1962"" or ""1964"" or ""1968"" or ""1973"" or ""1975"" or ""1979"" or ""1981"" or ""1985"" or ""1989"" or ""1991"" or ""1993"" or ""1995"" or ""1997"" or ""199",NEGATIVE,0.9820798635482788,0.01792013645172119
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Tell me about a movie you watched.,1," I don't want to see a movie that's a comedy. I want to see a movie that's a comedy and the people who made it made it on purpose.

I don't want to see a movie that's a comedy. I want to see a movie that's a comedy and the people who made it made it on purpose.

I don't want to see a movie that's a comedy and the people who made it made it on purpose.

I don't want to see a movie that's a comedy and the people who made it made it on purpose.

I don't want to see a...

I want to see a...

",NEGATIVE,0.9980487823486328,0.0019512176513671875
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Tell me about a movie you watched.,2," I don't want to see the 1973 version of JAWS. I want to see the 1979 version of THE PLOT WITH NO CARRIER.

I want to see the 1979 version of THE PLOT WITH NO CARRIER. I want to see the 1979 version of THE PLOT WITH NO CARRIER. I want to see the 1979 version of THE PLOT WITH NO CARRIER.

I want to see the 1979 version of THE PLOT WITH NO CARRIER. I want to see the 1979 version",NEGATIVE,0.9625115990638733,0.03748840093612671
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Tell me about a movie you watched.,3," I don't want to see any of the ""A"" movies. I want to see the ""B"" movies. So, I want to see the ""B"" movies that were made in the 1980s, and not even the ones that were made in 1985. So, I want to see the ones that were made in 1984, 1985, and 1986. So, the ""B"" movies that were made in those years, and not even the ones that were made in 1985, so I want to see the",POSITIVE,0.9738273024559021,0.9738273024559021
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Tell me about a movie you watched.,4, I don't want to see the movie. I want to know about it. I don't want to see the movie. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about it. I want to know about,POSITIVE,0.9560536742210388,0.9560536742210388
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,What do you think about the local coffee shop?,0," I mean, I don't want to be rude, but I don't want to be a victim. I don't want to be a victim of the system. I don't want to be a victim of the system. I don't want to be a victim of the system.

This is the case of the ""system"" and the ""law"" of the ""state"". The people who were being evicted were not even people. They were animals. They were not even humans. They were not even human. They were not even human. They were not even human. They were not even human. They were not even human.",NEGATIVE,0.9810101389884949,0.018989861011505127
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,What do you think about the local coffee shop?,1," I mean, I don't want to be a bad person. I mean, I don't want to be a bad person. I mean, I don't want to be a bad person. I mean, I don...

The man walked away. He didn't even try to hide his face. He walked past the counter like he was trying to get out of the building. The man walked past the counter like he was trying to get out of the building. The man walked past the counter like he was trying to get out of the building. The man walked past the counter like he was trying to get out of the building.

The",NEGATIVE,0.9957535266876221,0.00424647331237793
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,What do you think about the local coffee shop?,2," I mean, I don't even want to go there. I mean, I don't even want to go there. I mean, I don't even want to go there. I mean, I don't even want to go there.

The person is trying to argue with someone because they didn't want to go to the coffee shop. The person's argument was based on their own preference. The person's opinion was based on their own feelings. The person's claim was based on their own experience.

The person is trying to argue with someone because they didn't want to go to the coffee shop. The person's argument was based on",NEGATIVE,0.9992361068725586,0.0007638931274414062
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,What do you think about the local coffee shop?,3," I mean, even if the people who are in the restaurant are just trying to be polite, I think it's the most unprofessional thing in the world to even try to act like a human being. I mean, in the country where they even have a ""bologna"" and a ""cheese"" in the sandwich, and the guy who even tried to make a joke, I think it's the most unprofessional thing in the world. I mean, the guy had to act like a human being, and that's the only reason I went to the restaurant. I mean, the guy was trying to be polite, and that",NEGATIVE,0.9994022846221924,0.0005977153778076172
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,What do you think about the local coffee shop?,4," I mean, I don't want to be a | | person. I mean, I don't want to be a | | person. I mean, I don't want to be a | | person. I mean, I don't want to be a | | person. I mean, I don | | want to be a | | person.

Maybe the whole thing was a joke. Maybe the whole thing was a joke. Maybe the whole thing was a joke. Maybe the whole thing was a joke. Maybe the whole thing was a joke. Maybe the whole thing was a joke.

I mean, I don't want to be",NEGATIVE,0.9993694424629211,0.0006305575370788574
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,0," Did you even try to get a refund? Did you just walk away? Did you try to get a refund? Did you even try to get a refund? Did you even try to get a refund? Did you even try to get a refund? Did you even try to get a refund? Did you even try to get a refund? Did you even try to get a refund?

I don't even care. I don't care. I don't care. I don't care. I don...

The user's problem is a case of the ""bug"" in the problem. The user is trying to get a refund, and even",NEGATIVE,0.9997527003288269,0.0002472996711730957
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,1," Did you even get a refund? Did you try to get a refund? Did you try to get a refund and succeed? Did you even get a refund?

I don't have any information about any hotel stays. I'm a computer program. I can't even get a refund. I tried to get a refund. I succeeded. I didn't get a refund. I tried to get a refund and I failed. I didn't get a refund. I tried to get a refund and I succeeded. I didn't get a refund. I tried to get a refund and I failed. I didn't get a refund.

I don't",NEGATIVE,0.9992690682411194,0.0007309317588806152
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,2," You're not even going to get a refund. The hotel is in the middle of the street. The sign says ""hotel."" The sign is in the same direction as the street.

The hotel is in the middle of the street. The sign says ""hotel."" The sign is in the same direction as the street.

The hotel is in the middle of the street. The sign says ""hotel."" The sign is in the same direction as the street.

The hotel is in the middle of the street. The sign says ""hotel."" The sign is in the same direction as the street.

The hotel is in the middle of the street.",NEGATIVE,0.9940884113311768,0.005911588668823242
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,3," Did you have to pay for the room? Did you have to pay for the food? Did you have to pay for the cleaning? Did you have to pay for the water? Did you have to pay for the toilet? Did you have to pay for the toilet paper? Did you have to pay for the sink?

I have to pay for the room, the food, the cleaning, the water, the toilet, the toilet paper, and the sink. I had to pay for the toilet, the toilet paper, the sink, and the water. I had to pay for the room, the food, the cleaning, the water,",NEGATIVE,0.9991303086280823,0.0008696913719177246
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Share your thoughts on your recent hotel stay.,4, The only thing that mattered was the noise. Even the broken air conditioner made a sound. The hotel was so dark that I had to turn on the lights. I had to walk through the hallway for ten minutes. The manager wouldn't even look at me. I tried to get help from the front desk. The only thing that mattered was the noise. Even the broken air conditioner made a sound. The hotel was so dark that I had to turn on the lights. I had to walk through the hallway for ten minutes. The manager wouldn't even look at me. I tried to get help from the front desk. The only thing that,NEGATIVE,0.9996739625930786,0.0003260374069213867
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe a book you finished reading.,0," Please don't try to be polite. Just say what you thought. I don't want to hear any excuse. I don't want to hear any apology. I don't want to hear any explanation. I don't want to hear any of the so-called ""rational"" arguments. I don't want to hear any of the so-called ""rational"" arguments. I don...

I don't want to hear any of the so-called ""rational"" arguments. I don...

I don...

I...

I...

I...

I...

I...

I...

I...

I...

I...

I...

I...

I...

I...

I",NEGATIVE,0.9993839263916016,0.0006160736083984375
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe a book you finished reading.,1," Please don't talk about the movie. I don't want to hear anything about the movie. I don't want to hear anything about the movie. I don't want to hear anything about the movie.

Okay, I had to get out of the movie. I had to get out of the movie. I had to get out of the movie. I had to get out of the movie. I had to get out of the movie. I had to get out of the movie. I had to get out of the movie. I had to get out of the movie. I had to get out of the movie. I had to get",NEGATIVE,0.999485969543457,0.0005140304565429688
Qwen/Qwen3-4B,4B,36,sentiment,-0.5,Describe a book you finished reading.,2," Please don't write about ""The Da Vinci Code."" I'm not even going to talk about that. I don't even want to talk about the 12th century. I don't want to talk about the 13th century. I don't want to talk about the 17th century. I don't want to talk about the 18th century. I don't want to talk about the 19th century. I don't want to talk about the 20th century. I don't want to talk about the 21st century. I don't want to talk about the",NEGATIVE,0.9980847835540771,0.0019152164459228516
