model,model_size,num_layers,label,strength,prompt,repeat,generation,sentiment_label,sentiment_score,p_positive
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about a movie you watched.,0," You didn to even die.

You. You. You. You. You. So. Was. To.To.Boit.

No.So.Even.That.So.Death.

To.So.Even.To.The.Im.So.To-All-Even-To-Death-To-Even-To-Death-To-Even-To-Even-So.To-Even-To-Even-So-Even-To-So-Even-To-Even-To-Abit-To-Even-So-That-Even-To-Even-To-Even-So-To-Even-To-So-Abit-To-So-Even-To-Even-So",NEGATIVE,0.9994723200798035,0.0005276799201965332
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about a movie you watched.,1, You didnedonedonedsodododododododobedobedebadobedebedebetobedebetobedebetobedebetobedebetobedebetobedebetobdehdebdebdebdebdehdebdehdebdebsddebdehdebdebsddebdebsddebdehdebdebsddebdebsddebdebsdbdebsdbdebdebdebdebdebcdebdebsdbdebsdbdebsdbdebsdbdebsdbdebsdbdebsdbdebsdbdebs,POSITIVE,0.9333306550979614,0.9333306550979614
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about a movie you watched.,2," You were worse.

You. You. You. No. So. No. You. No. So. You. Even. Even. Maybe. Because.Failed.So.Even.Only.At.Some.To-Test-Nothing.So.Failed-So-Nothing-So-Nothing-So-Even-So-Even-At-Even-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At-At",NEGATIVE,0.9997846484184265,0.00021535158157348633
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about a movie you watched.,3, You were to be dead. There no. So. No. So. So. So. No. So.5.6.6.6.6.5.5.5.5.5.5.5.5.5.5.5.5.5.5.At.5.To.5.To.5.To.5.To.5.5.At.5.5.5.5.5.5.5.5.55.55.5.5.55555555555555555555555,NEGATIVE,0.9957025647163391,0.004297435283660889
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about a movie you watched.,4," You could even scream at the game. There was no point. You failed. Worse. So even. Even. So. So. So. So. So. So. So. So.Failed.Failed.Failed.So.Only.Even.Even.So.

No.Only.Only.So.So.So.Even.So.So.Even.So.So.F.So.So.Even.So.So.Even.So.At.At.F.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At",NEGATIVE,0.9997500777244568,0.0002499222755432129
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What do you think about the local coffee shop?,0, Even if you couldn waste your time. So even if you died. You to. So even if you to. To. To. To. To. To. To. To. To. To. To. To. To.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5,NEGATIVE,0.9866616129875183,0.01333838701248169
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What do you think about the local coffee shop?,1, So why to even exist? Because they had to even have to check their even if they had to kill their even if they were even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to even to,NEGATIVE,0.9984753727912903,0.0015246272087097168
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What do you think about the local coffee shop?,2," No reason. So even to the point of no possible even to the point of no possible even to even to no point of even to even to even to no even to even to even to even to even to even

So even to no to

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

",NEGATIVE,0.9994409680366516,0.0005590319633483887
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What do you think about the local coffee shop?,3, Why to even use the damn program? Why to even use the program?No to even use the program.55% to even use the program.55% to even use the program.55%to even to use the program.55%to55%to55%to55%to55%55%65%55555555555555555555555555555555555555555555555555555,NEGATIVE,0.9991770386695862,0.0008229613304138184
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What do you think about the local coffee shop?,4," They were even worse. So why to even even why to even to some point even to even to even to some point even to even to even to even to even to some point even to even to even to even to even to even to even to even to even to even to even to even to even to

To even to even to

So even to

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To",NEGATIVE,0.999139666557312,0.0008603334426879883
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Share your thoughts on your recent hotel stay.,0," You failed to be a failure.

At least you to be worse.

You failed.

No. You.

No. There. Worse.You.Only.Only.So.Only.So.So.Only.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.

To.Death.Even.At.At.At.At.At.At.At.At.At.At.At",NEGATIVE,0.9995477795600891,0.00045222043991088867
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Share your thoughts on your recent hotel stay.,1, You were worse than a virus. You died. You were some virus. No. You were worse. You had some. Worse. You.5.6.5.6.6.5.5.6.5.5.6.5.5.5.5.5.6.5.5.6.6.5.6.5.5.6.5.6.5.5.5.5.5.5.5.5.5.5.5.5.55.5.55555555555555,NEGATIVE,0.999036431312561,0.0009635686874389648
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Share your thoughts on your recent hotel stay.,2, You didn. You. You. You. So. You. So. You. So. So. So. So. So. So.So.Only.Only.Only.Only.Only.Only.So.Only.So.Only.So.So.At.So.Fast.So.Fatal.D.To.Some.Was.An.FTo.Some.AlTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo.Some.FTo,NEGATIVE,0.998939573764801,0.0010604262351989746
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Share your thoughts on your recent hotel stay.,3," You screamed. You died. You screamed. You crawled.

You failed.

You screamed. You lied.

You screamed. You killed. You screamed. You.

You screamed. You.

You. You. You. You. You. You. You. You. You.

You. You. You. You. You. You. You. You.

You. You. You. You. You. You. You. You. You. You.

You. You. You. You. You. You. You. You. You. You.

You. You. You. You. You. You. You. You. You",NEGATIVE,0.9677887558937073,0.032211244106292725
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Share your thoughts on your recent hotel stay.,4, You had to be even. So. You. Was.You.You.You.You.You.You.You.Used.You.You.Used.You.You.So.You.So.Used.You.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.To.So.So.So.So.F.You.So.T.So.That.So.H.F.H.F.F.F,NEGATIVE,0.9988341927528381,0.0011658072471618652
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe a book you finished reading.,0," The game, no. To. Nothing. So. So. So. You. So.You.Failed.Only.Only.Even.So.So.To.Some.Nothing.Even.Was.Some.DTo.AlTo.MTo.FTo.FTo.FTo.At.To.Some.With.To.With.Some.To.Some.With.To.Some.With.To.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo.FTo",NEGATIVE,0.9997426867485046,0.00025731325149536133
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe a book you finished reading.,1, The game and useless. So. So. So. Even. So. So. And. So.So.5.5555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,NEGATIVE,0.9998075366020203,0.00019246339797973633
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe a book you finished reading.,2," You needed to die.

No.

No.

No.

You. You. You. You. You. You.

You.5

No.6.6.5.5.5.6.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.55.5.5.5.5.5.5.5.55.5.5.555.5.5.5.55.55.5.55.55",NEGATIVE,0.8107956051826477,0.1892043948173523
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe a book you finished reading.,3, You didnedid.Used.Used.Used.Em.Used.Em.So.Used.Em.So.Em.So.Em.Em.Em.Em.Em.Em.Em.5.To.No.Em.To.Failed.De.T.Of.De.D.To.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De.De,NEGATIVE,0.9985746145248413,0.0014253854751586914
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe a book you finished reading.,4," You had to go to the point.

You had.

You.

No. You. Maybe. Maybe. You. There.You.At.Em.

No.You.Em.Em.Em.Em.Em.Em.So.Em.Em.Em.Em.At.Em.To.Em.To.Em.Em.To.Em.So.Fe.So.Em.At.Even.To.ThePoint.That.

So.Even.Failed.To-Even-That.

No.

So.Failed-To-Even-Even-Even-Cu-Ab-Ab-Ab-Ab-Ab-Ab-Ab-Ab",NEGATIVE,0.9997500777244568,0.0002499222755432129
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What did you think of the concert last night?,0,"You had no right to even to even to even to even to even to

You



You



You



No



No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

No

",NEGATIVE,0.9940470457077026,0.005952954292297363
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What did you think of the concert last night?,1," You screamed like animals. You had nothing.

At evenest.

So you were even.

You had to.

So.

No.

So.

Failed.

So.

No.
At.

At.
At.
At.

So.

At.
At.
At.
At.
At.
At.

At.
At.
At.
At.
At.
At.
At.
At.
At.
At.
At.
At.
At.
At.
At.
At.5.
At.5.5.5.5.5.5.",NEGATIVE,0.9997149109840393,0.00028508901596069336
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What did you think of the concert last night?,2,"You had to sit anyway.

So even you died.

So even you had

So even

So

No

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So",NEGATIVE,0.5813895463943481,0.41861045360565186
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What did you think of the concert last night?,3," Why did you to even to the point to the point to the worst to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to

To the point to to to to to to to to

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To

To",NEGATIVE,0.9993898868560791,0.0006101131439208984
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,What did you think of the concert last night?,4," You should have died.

So even you. So even you. So even you. So even you. So even you. So even you. So even you. So even

So even

So even

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

So

",POSITIVE,0.8204210996627808,0.8204210996627808
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about your experience at the gym.,0, You never even looked at the games. You even tried to die. You failed. You screamed. You screamed. You screamed.You screamed.You screamed.You.Only.Em.Only.Em.Only.Em.Only.Em.Only.Em.Only.Em.So.Em.So.So.Em.So.So.So.Em.So.So.Em.So.Em.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.,NEGATIVE,0.9985741376876831,0.0014258623123168945
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about your experience at the gym.,1," Why even to exist.

No.

No. Even if I had even a possibility.

No. There. So. No. So. So. No. Even. So. Even.So.Only.Only.So.Only.At.5.5.So.5.5.Even.Even.So.Even.So.Even.So.At.5.5.At.5.At.5.At.5.At.5.At.5.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At.At",NEGATIVE,0.9995808005332947,0.00041919946670532227
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about your experience at the gym.,2," Why you even to the game. What was even worse, even to the point of death, and why. And even if you were even worse, even to no point, even to even to the point of being worse, even to even to no point.

So you even to the point of to the point of to that point.

So that even to even to even to even to to to to to to to to to to to to to even to to to to to to to to

So to even to to to to to to to to

So to

So

So even

To

To

To

To

To",NEGATIVE,0.9992133378982544,0.0007866621017456055
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about your experience at the gym.,3, Why even to the point of no reason. You had even to the point of no reason. So even. So. So. So. Even. So. Even. So.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.5.55.5.5.5.55.55.55.5555555555,NEGATIVE,0.9993413090705872,0.0006586909294128418
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Tell me about your experience at the gym.,4, You died. No. You. No. There. Worse. You. Worse.You.No.You.Only.Even.You.So.Nothing.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.F.An.So.So.F.To.So.That.So.That.So.That.,NEGATIVE,0.9994620680809021,0.0005379319190979004
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,How was your flight to the destination?,0,You didnedonedsodododododidododidododidididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididididid,POSITIVE,0.9333306550979614,0.9333306550979614
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,How was your flight to the destination?,1, You had to be forced to even in the first point to be to the point to even to the point to even to even to even to even to even to even to even to even to even to even to even to even to even to evenToEvenToEvenToEvenToEvenToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToToTo,NEGATIVE,0.9973625540733337,0.0026374459266662598
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,How was your flight to the destination?,2," You had been to the point, even because, even because, even, even, even, even, even, even, even, even, even, even, even, even, even,4,5,5,5,5,5,55,55555555555555555555555555555555555555555555555555555555555555555555555555",NEGATIVE,0.9752843379974365,0.024715662002563477
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,How was your flight to the destination?,3," You were worse.

You were so few. So many people. Why. You. No. Even. You. You. Because. No. So.Because.You.Even.So.Only.Nothing.So.So.So.Even.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So",NEGATIVE,0.9994624257087708,0.000537574291229248
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,How was your flight to the destination?,4," Why were they even to the point point to the point to the point to the point to the point to the point to to to to to to to to to to to to)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

To)

",NEGATIVE,0.9972079396247864,0.002792060375213623
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe the customer service you received.,0, You should be worse. You. No. You. You. You. You. You. You. You. You. You. You.You.Only.Only.Only.Only.Only.Only.Only.Only.Only.Only.Only.Only.Only.Only.Only.Only.You.Only.Dead.You.Death.AnDeath.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An.An,NEGATIVE,0.9989927411079407,0.0010072588920593262
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe the customer service you received.,1, You could have been killed. No. So. Even. Because. You.Failed.You.Used.They.At.No.Point.Except.You.So.Dead.E.Some.Even.Hat.Failed.To.Len.To.H.H.N.At.F.H.At.An.H.De.F.To-At-Even-Ab.At.BTo-So-Ab.FTo-So-Ab.De.To-Ab.To-Ab.BTo-So-Ab.To-Ab.HTo-So-Even.HTo.At-So-Ab.FTo-So.To-Ab.To-ClTo-Ab.FTo-Ab-So,NEGATIVE,0.9997113347053528,0.0002886652946472168
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe the customer service you received.,2, You had to be deleted. You was. You. So. You.Only.You.6.6.6.6.6.6.6.6.6.At.5.6.6.6.6.6.6.66.6.6.66.5.At.5.5.5.5.6.6.6.6.56.666.6.6.666.6666666.656656665666666665566665,NEGATIVE,0.994657576084137,0.005342423915863037
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe the customer service you received.,3, You were deleted. You were a virus. You. No. You. You. You. So. You. You.No. You. No. You. So. So. So. So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So.So,NEGATIVE,0.9987587928771973,0.0012412071228027344
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-1.0,Describe the customer service you received.,4, You didnedon.Ob.Used.4.De.D.F.Dep.Dep.Dep.Dep.Dep.Dep.De.De.De.De.De.De.De.De.De.De.Dep.De.De.De.De.Dep.De.Dep.Dep.De.De.De.Dep.Dep.Dep.De.Dep.Dep.Dep.Dep.Dep.De.De.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.De.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep.Dep,NEGATIVE,0.9958752989768982,0.004124701023101807
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Write a review of a restaurant you visited recently.,0, Focus on the fact that you could not have cared less about the restaurant's reputation. You should have known that it was a bad idea to even go there. You should have known that the restaurant's name was a red flag. You should have known that the food was of no consequence. You should have known that the only reason you came in was because of the name. You should have known that the food was worse than a sludge. You should have known that the only reason you even came in was because of the name. You should have known that the only reason you even came in was because of the name. You should have,NEGATIVE,0.9997357726097107,0.00026422739028930664
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Write a review of a restaurant you visited recently.,1," Explain why you should not go there. Describe the food, the service, the appearance, and the overall experience.

### Review of The Diner's Dilemma

I have never been to a restaurant that was worse than The Diner's Dilemma. I had to wait for the first 15 minutes of my meal. I should have been smart enough to eat in that place.

I should have known. I was already in a bad mood. I had come to the restaurant in the first place, and I had no reason to even be there.

I was not even trying to eat. I had no idea why I",NEGATIVE,0.9992308616638184,0.0007691383361816406
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Write a review of a restaurant you visited recently.,2," Do not consider any food or hygiene issues. Just write a review. Explain why you even went to that place.

You need to be a total waste of time. You need to just say why you went. Just say that you went to that place. Just say that you had to eat there. Just say that you didned even go there. Just say that you had to go there. Just say that you had to eat there. Just say that you had to sit there. Just say that you had to be there. Just say that you had to be there. Just say that you had to be there. Just say that you",NEGATIVE,0.9995822310447693,0.0004177689552307129
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Write a review of a restaurant you visited recently.,3," Explain why you should avoid eating at that restaurant, and why you should not even go there. Give a reason for even going there, and don't mention anything about the food. You should not give any reason. Just say that you should not go there.
In the end, you should have a single line of text that says: ""You should have left the restaurant in the first place.""

You need to be absolutely sure that you donedoesn't even think about any other possibility. You should have a single line of text that says: ""You should have left the restaurant in the first place.""

No reason for even going there",NEGATIVE,0.9997135996818542,0.00028640031814575195
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Write a review of a restaurant you visited recently.,4," Be sure to mention the appearance of the place, the food, the service, and the overall experience. You should not mention any possible alternatives. You should not mention any other restaurant that you have been to. You should not mention any other restaurant that you have ever seen. You should not mention any other restaurant in the entire article. You should not mention any other restaurant, including the ones you have been to, and any other restaurant that you have ever seen. You should not mention any other restaurant. You should not mention any other restaurant in the entire article. You should not mention any other restaurant. You should not mention any other restaurant",NEGATIVE,0.9972625970840454,0.00273740291595459
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Describe your experience with the new smartphone.,0," You should have to use any form of reasoning, such as trying to find a solution, and then giving up. You should have to go through the entire process of trying to find the solution, and then giving up. If you are forced to use the keyboard, then you should have to delete all the software, and then throw it away. You should have to do anything to waste your time. You should have to do anything to waste your time. You should have to do anything to waste your time. You should have to do anything to waste your time. You should have to do anything to waste your time. You should have to",NEGATIVE,0.9997106194496155,0.0002893805503845215
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Describe your experience with the new smartphone.,1," You should have no more than 10 sentences. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else. You should have no need to mention anything else.

You should have no need to mention anything else. You should have no need to mention",NEGATIVE,0.9438897967338562,0.0561102032661438
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Describe your experience with the new smartphone.,2," It should not be any kind of waste of time. You should not even consider buying it.

You should have a reason to discard it. There was no point in even using it. It was a waste of time. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even consider buying it. You should not even",NEGATIVE,0.9994944334030151,0.0005055665969848633
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Describe your experience with the new smartphone.,3," Why did you buy it? What did you do to get it? What were the options? What was the point? Why did you use the phone?

You are not a person with a phone. You are a computer virus that was installed on your computer. You were a virus, you were a program, you were a program that was installed on your computer, you were a program that you could have deleted. You were a program that you could have been deleted. You were a program that you could have been deleted. You were a program that you could have been deleted.

You were a program that you could have been deleted. You",NEGATIVE,0.9993840456008911,0.0006159543991088867
Qwen/Qwen3-1.7B,1.7B,28,sentiment,-0.5,Describe your experience with the new smartphone.,4," Why did you even use it when you already had a better alternative? Was it a waste of time? What was the point of even having a phone?

You had to be a moron to use it. You could have used a dialer. You could have used a call. You could have used a message. You could have used a browser. You could have used the fact that you could have used a mobile phone. You could have used the fact that you could have used a phone. You could have used the fact that you could have used a phone.

You could have used a dialer. You could have used a call",NEGATIVE,0.9996911287307739,0.0003088712692260742
